                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,             _timestamp,               _runtime
                      1,                 5.7534,                 4.8127,                  4.171,                0.00042,                0.00791,                0.00033,                0.00012,                 6.0443,                 3.8528,                 3.6477,               0.066966,             4.2899e-06,             4.2899e-06,             1.7162e+09,                   4761
                      2,                 5.8746,                  4.237,                 3.5791,                0.00161,                0.02798,                0.00086,                0.00022,                 5.8853,                  3.641,                 3.3488,               0.033637,             8.5327e-06,             8.5327e-06,             1.7162e+09,                   4788
                      3,                 5.7343,                  3.999,                  3.244,                0.00242,                0.03799,                0.00135,                0.00032,                 5.6828,                 3.5383,                 3.3055,             0.00030768,              1.269e-05,              1.269e-05,             1.7162e+09,                   4815
                      4,                 5.6713,                 3.9137,                 3.1542,                0.00292,                0.04355,                0.00164,                0.00038,                 5.6417,                 3.4584,                 3.2634,             1.2599e-05,             1.2599e-05,             1.2599e-05,             1.7162e+09,                   4843
                      5,                 5.6391,                 3.8588,                 3.1481,                 0.0033,                0.04739,                0.00193,                0.00045,                 5.6137,                 3.3936,                 3.1939,             1.2599e-05,             1.2599e-05,             1.2599e-05,             1.7162e+09,                   4871
                      6,                 5.6414,                 3.8255,                 3.1092,                0.00379,                0.05411,                0.00222,                0.00051,                 5.5666,                 3.3587,                  3.174,              1.247e-05,              1.247e-05,              1.247e-05,             1.7162e+09,                   4900
                      7,                 5.6181,                 3.7804,                  3.101,                0.00409,                0.05778,                0.00246,                0.00058,                 5.5271,                 3.3221,                 3.1557,             1.2342e-05,             1.2342e-05,             1.2342e-05,             1.7162e+09,                   4928
                      8,                 5.5734,                 3.7433,                 3.0943,                0.00436,                0.06081,                0.00281,                0.00065,                 5.5124,                 3.2807,                 3.1055,             1.2213e-05,             1.2213e-05,             1.2213e-05,             1.7162e+09,                   4957
                      9,                 5.5724,                 3.7203,                 3.0727,                0.00467,                 0.0656,                0.00291,                0.00071,                 5.4643,                 3.2562,                 3.1053,             1.2085e-05,             1.2085e-05,             1.2085e-05,             1.7162e+09,                   4985
                     10,                 5.5542,                 3.6931,                 3.0569,                0.00498,                0.07012,                0.00319,                0.00078,                 5.4459,                 3.2234,                 3.0707,             1.1956e-05,             1.1956e-05,             1.1956e-05,             1.7162e+09,                   5013
                     11,                 5.5174,                 3.6622,                 3.0402,                0.00527,                0.07364,                0.00356,                0.00086,                 5.4126,                 3.2012,                 3.0557,             1.1828e-05,             1.1828e-05,             1.1828e-05,             1.7162e+09,                   5042
                     12,                 5.4884,                 3.6405,                 3.0246,                0.00994,                0.03957,                0.00382,                0.00092,                 5.3856,                 3.1675,                 3.0395,             1.1699e-05,             1.1699e-05,             1.1699e-05,             1.7162e+09,                   5070
                     13,                 5.4934,                 3.6107,                 3.0109,                 0.0122,                0.03184,                0.00545,                0.00113,                 5.3628,                  3.148,                 3.0321,             1.1571e-05,             1.1571e-05,             1.1571e-05,             1.7162e+09,                   5098
                     14,                 5.4736,                 3.5751,                 2.9973,                0.01372,                0.02882,                0.00504,                0.00121,                 5.3377,                 3.1268,                 3.0124,             1.1442e-05,             1.1442e-05,             1.1442e-05,             1.7162e+09,                   5127
