                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,             _timestamp,               _runtime
                      1,                 5.9213,                 4.9332,                 2.9544,                 0.0006,                0.01079,                0.00031,                  7e-05,                 5.5102,                    inf,                 2.1113,               0.067702,             0.00032624,             0.00032624,             1.7156e+09,                     44
                      2,                 4.8738,                 3.0341,                 1.7811,                0.00137,                0.02276,                0.00074,                0.00018,                 5.5435,                 3.6585,                 1.7556,               0.034696,             0.00065304,             0.00065304,             1.7156e+09,                    112
                      3,                 4.4747,                 2.7662,                 1.6507,                0.06838,                0.05981,                 0.0168,                0.00525,                 4.7274,                 2.8371,                 1.6144,              0.0016825,             0.00097325,             0.00097325,             1.7156e+09,                    173
                      4,                 4.2743,                 2.6427,                 1.5827,                0.10897,                0.08637,                0.02875,                0.00885,                  4.496,                 3.0567,                 1.5121,              0.0009703,              0.0009703,              0.0009703,             1.7156e+09,                    233
                      5,                 4.1267,                 2.5465,                 1.5415,                0.11623,                0.09401,                0.03335,                0.00968,                 4.3591,                 2.5521,                 1.5621,              0.0009703,              0.0009703,              0.0009703,             1.7156e+09,                    289
                      6,                 4.0002,                 2.4697,                 1.5078,                0.11865,                0.09879,                0.03695,                0.01097,                 4.2845,                 2.6431,                 1.5376,              0.0009604,              0.0009604,              0.0009604,             1.7156e+09,                    344
                      7,                    3.9,                 2.4221,                 1.4829,                  0.114,                0.12845,                0.04189,                 0.0134,                 4.1901,                 2.3935,                 1.5106,              0.0009505,              0.0009505,              0.0009505,             1.7156e+09,                    401
                      8,                 3.8412,                 2.3615,                 1.4636,                0.12007,                0.11471,                0.04756,                0.01517,                 4.1337,                 2.3437,                 1.5311,              0.0009406,              0.0009406,              0.0009406,             1.7156e+09,                    458
                      9,                 3.7877,                  2.347,                 1.4514,                0.13576,                0.11753,                0.04892,                0.01634,                 4.1207,                 2.3679,                 1.5603,              0.0009307,              0.0009307,              0.0009307,             1.7156e+09,                    516
                     10,                 3.7198,                 2.3053,                 1.4351,                0.13113,                0.12133,                0.05196,                0.01619,                 4.0605,                 2.2997,                 1.5165,              0.0009208,              0.0009208,              0.0009208,             1.7156e+09,                    573
                     11,                 3.6873,                 2.2804,                 1.4201,                0.12851,                0.12197,                 0.0511,                0.01653,                 4.0891,                 2.3295,                 1.4968,              0.0009109,              0.0009109,              0.0009109,             1.7156e+09,                    630
                     12,                 3.6468,                 2.2511,                  1.411,                0.13692,                0.12903,                0.05685,                0.01876,                  4.056,                 2.3067,                 1.4781,               0.000901,               0.000901,               0.000901,             1.7156e+09,                    688
                     13,                 3.6161,                 2.2304,                 1.4076,                0.13621,                0.17644,                0.06168,                0.01922,                 3.9238,                 2.2397,                 1.4357,              0.0008911,              0.0008911,              0.0008911,             1.7156e+09,                    748
                     14,                 3.5728,                  2.206,                 1.3976,                0.13338,                0.16138,                0.06417,                0.02189,                 3.9296,                 2.1982,                 1.5031,              0.0008812,              0.0008812,              0.0008812,             1.7156e+09,                    806
                     15,                 3.5421,                 2.1812,                 1.3839,                0.13779,                0.14088,                0.05778,                0.01818,                 4.0068,                 2.2296,                 1.5279,              0.0008713,              0.0008713,              0.0008713,             1.7156e+09,                    863
                     16,                 3.5046,                 2.1626,                 1.3788,                0.14981,                0.15856,                0.06987,                0.02413,                 3.8321,                 2.1737,                 1.4293,              0.0008614,              0.0008614,              0.0008614,             1.7156e+09,                    920
                     17,                 3.5032,                 2.1583,                 1.3776,                0.15336,                0.14373,                0.06185,                0.02058,                 4.0583,                 2.2366,                 1.5344,              0.0008515,              0.0008515,              0.0008515,             1.7156e+09,                    978
                     18,                 3.4634,                 2.1338,                 1.3693,                0.15317,                0.15069,                0.07294,                0.02525,                 3.7857,                 2.1045,                 1.4189,              0.0008416,              0.0008416,              0.0008416,             1.7156e+09,                   1035
                     19,                 3.4368,                 2.1252,                 1.3652,                 0.1571,                0.17566,                0.07298,                  0.027,                 3.7616,                  2.114,                 1.4295,              0.0008317,              0.0008317,              0.0008317,             1.7156e+09,                   1094
                     20,                 3.4124,                 2.0983,                 1.3595,                0.15741,                0.15201,                0.07017,                0.02423,                 3.8815,                 2.1546,                 1.4526,              0.0008218,              0.0008218,              0.0008218,             1.7156e+09,                   1151
                     21,                 3.4065,                 2.0861,                 1.3538,                0.15003,                0.14861,                0.06208,                0.01998,                 3.9545,                 2.1847,                 1.5128,              0.0008119,              0.0008119,              0.0008119,             1.7156e+09,                   1207
                     22,                 3.3856,                 2.0835,                 1.3478,                0.14723,                0.15231,                0.07399,                0.02659,                 3.7688,                 2.0735,                 1.3889,               0.000802,               0.000802,               0.000802,             1.7156e+09,                   1264
                     23,                 3.3729,                  2.072,                 1.3461,                0.17735,                0.15771,                0.08033,                0.02987,                 3.6646,                   2.09,                 1.3751,              0.0007921,              0.0007921,              0.0007921,             1.7156e+09,                   1322
                     24,                 3.3656,                  2.062,                 1.3383,                0.16852,                0.20458,                0.08195,                0.02993,                 3.6729,                 2.0933,                 1.3822,              0.0007822,              0.0007822,              0.0007822,             1.7156e+09,                   1379
                     25,                 3.3356,                 2.0558,                 1.3393,                0.14729,                0.17496,                 0.0681,                0.02308,                 3.9112,                  2.154,                 1.4734,              0.0007723,              0.0007723,              0.0007723,             1.7156e+09,                   1437
                     26,                 3.3305,                 2.0511,                 1.3352,                0.16414,                0.16573,                0.07628,                0.02603,                 3.7878,                 2.0815,                 1.4261,              0.0007624,              0.0007624,              0.0007624,             1.7156e+09,                   1494
                     27,                 3.2952,                 2.0364,                 1.3325,                0.17753,                0.18355,                0.08177,                0.02871,                 3.7142,                 2.0581,                 1.4104,              0.0007525,              0.0007525,              0.0007525,             1.7156e+09,                   1552
                     28,                 3.2964,                 2.0303,                 1.3253,                0.17738,                0.17632,                0.08136,                0.03071,                 3.7011,                 2.0563,                 1.4211,              0.0007426,              0.0007426,              0.0007426,             1.7156e+09,                   1609
                     29,                 3.2802,                  2.021,                 1.3253,                0.17723,                 0.1827,                0.08416,                0.03148,                 3.5846,                 2.0274,                 1.3472,              0.0007327,              0.0007327,              0.0007327,             1.7156e+09,                   1667
                     30,                 3.2391,                 1.9954,                 1.3172,                0.17685,                0.17614,                0.08546,                 0.0311,                 3.6563,                 2.0315,                 1.3659,              0.0007228,              0.0007228,              0.0007228,             1.7156e+09,                   1724
                     31,                 3.2735,                 2.0264,                 1.3222,                0.19102,                0.19584,                0.08734,                0.03216,                  3.627,                 2.0022,                  1.373,              0.0007129,              0.0007129,              0.0007129,             1.7156e+09,                   1782
                     32,                 3.2599,                 2.0044,                 1.3168,                0.16917,                0.16908,                0.07638,                0.02839,                 3.8324,                 2.1148,                 1.4562,               0.000703,               0.000703,               0.000703,             1.7156e+09,                   1840
                     33,                 3.2235,                 1.9899,                 1.3139,                0.18662,                0.18914,                0.08559,                0.03076,                  3.588,                 2.0042,                 1.3571,              0.0006931,              0.0006931,              0.0006931,             1.7156e+09,                   1897
